Timestamp,Temperature,Humidity,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z,LDR,Weather
10:47:14,0.9246323529411764,0.12,0.8235294117647058,0.5736040609137055,0.7077625570776256,0.4671892088953699,0.4809773489932885,0.4036784641313109,0.0363636363636363,0
10:47:20,0.9007352941176472,0.1333333333333333,0.8235294117647058,0.5736040609137055,0.7123287671232876,0.4656625956981406,0.4805788590604026,0.4027258738184216,0.0545454545454545,0
10:47:23,0.9154411764705882,0.1333333333333333,0.8186274509803921,0.5685279187817258,0.7077625570776256,0.466984141450966,0.4803271812080536,0.4032388070638235,0.0363636363636363,0
10:47:24,0.9007352941176472,0.1333333333333333,0.8186274509803921,0.5736040609137055,0.7123287671232876,0.4724981771782719,0.4764052013422818,0.3987689602110354,0.0363636363636363,0
10:47:24,0.9007352941176472,0.1333333333333333,0.8186274509803921,0.5786802030456852,0.7077625570776256,0.4671436383521691,0.4817533557046979,0.4067560636037224,0.0363636363636363,0
10:47:26,0.9154411764705882,0.1333333333333333,0.8186274509803921,0.5685279187817258,0.7077625570776256,0.4691259569814072,0.4795511744966442,0.3972301604748296,0.0363636363636363,0
10:47:33,0.9191176470588236,0.12,0.8235294117647058,0.5685279187817258,0.7077625570776256,0.4652980313525336,0.4823196308724832,0.3973034366527442,0.0545454545454545,0
10:47:33,0.9191176470588236,0.12,0.8137254901960784,0.5685279187817258,0.7123287671232876,0.465890448414145,0.4811241610738254,0.4011870740822159,0.0363636363636363,0
10:47:34,0.9246323529411764,0.12,0.8186274509803921,0.5685279187817258,0.7077625570776256,0.4688981042654028,0.480348154362416,0.3957646369165384,0.0363636363636363,0
10:47:36,0.9191176470588236,0.12,0.8186274509803921,0.5736040609137055,0.7077625570776256,0.4667562887349616,0.4805788590604026,0.3992086172785227,0.0909090909090909,0
10:47:36,0.9191176470588236,0.12,0.8186274509803921,0.5685279187817258,0.7077625570776256,0.4661866569449507,0.4817533557046979,0.400161207591412,0.0363636363636363,0
10:47:38,0.9246323529411764,0.12,0.8186274509803921,0.5685279187817258,0.7077625570776256,0.4662777980313525,0.4808305369127516,0.3997215505239246,0.0727272727272727,0
10:47:39,0.9246323529411764,0.12,0.8186274509803921,0.5736040609137055,0.7077625570776256,0.4672119941669704,0.4799916107382549,0.3984758554993771,0.0545454545454545,0
10:47:39,0.9246323529411764,0.12,0.8235294117647058,0.5736040609137055,0.7031963470319635,0.4673259205249726,0.4807885906040268,0.3964241225177695,0.0545454545454545,0
10:47:43,0.9246323529411764,0.12,0.8186274509803921,0.5736040609137055,0.7077625570776256,0.4680094786729857,0.4799706375838926,0.3972301604748296,0.0363636363636363,0
